ID,Price,Condition,Brand,Model,Edition,Operating System,Memory,Network,SIM Support,RAM,No. of Camera,Screen Size,Battery,Processor,Item type,Features,Description
204,19900,Used,Apple,iPhone 7 Plus,,,,,,,,,,Google Tensor,,,Good condition | 128GB | Battery 100% | Fingerprint 💯
205,22000,Used,Apple,iPhone XR,Apple,,,,,,,,,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor",iPhone. XR 64 GB | BH 76 % | TRUTONE 💯 | Note : BACK GLASS CRACK | POWER BUTTON NOT WORKING | FACEID ERROR | GENUINE UNIT | CONDITION 85% | Phone only | iOS 18.6 update | Price negotiable
206,84999,Used,Apple,iPhone 12,128GB,,,,,,,,,,,,"OFFER 📢OFFER📢OFFER📢 | ♻️මෙන්න ඔබට අගනා අවස්ථාවක්.....♻️ | ඔබේ අතේ ඇති මුදලට අගනා ස්මාර්ට් ජංගම දුරකථන | ☝කතා කරාම original කිව්වට,ගාන අඩුයි කිව්වට ඒත් ගන්න ගියාම එහෙම නැ නේද?? 💰💰 | ☝රු.1000/2000 ලාබේ බලලා ගිහින් හැරිලා ආවද ?? | 💥හැමතැනම අඩුවට තියෙන බාල phones වලට රැවටිච්ච කාලය දැන් ඉවරයි... 💥 | ✈️යුරෝපීය රටවලින් ආනයනය කරන ලද ඉතා උසස් තත්වයේ Original ජංගම දුරකථන දැන් ඔබට T PHONE ZOON අපෙන් ලබාගත හැක... | 🔥Imported 💯 original iphones 💯brand new condition 🔥 | ✴️✴️✴️✴️✴️✴️✴️ | ඔබගේ වටිනා කාලය සහ මුදල් අපතේ ගිය කාලය දැන් ඉවරයි ‼️ | අදම පැමිණ ඔබගේ ජංගම දුරකථනය වෙන්කරවා ගන්න.. | 🔆🔆🔆🔆🔆🔆🔆🔆 | අපගේ සියලුම ජංගම දුරකථන වල, | ✳️100% Brand new condition | ✳️100% Original housing | ✳️Factory unlocked | ✳️Finger print/Face id 100% Working | ✳️Good battry life 🔋 | ✳️No any hidden errors | ✳️Any colours available | තවද ඔබට අපෙන් , | 🏧 💳credit card , debit card & koko payment accepted ‼️ | I PHONE 12  128GB 84999/- | Ful set box 87999/- | ☝☝තවද ඔබට අවශ්‍ය ඕනෑම අමතර උපාංගයන් T PHONE ZOON අපෙන් ලබාගත හැක..🔆 | ☝☝☝Don't copy this advertisement ☝☝☝ | 📢📢📢Attention , | ♻️♻️If not answer the phone please keep a massage..I will call you soon..♻️♻️ | T PHONE ZOON MOBILE | No:242/63 | Mahawaththa road, | Egodauyana, | Moratuwa. | (පානදුර අලුත් පාලම අසල) | ☎️"
207,28000,Used,Apple,,,,,,,,,,,,Other,,Phone only | Good condition | Wee need to unlock | Pls check and call | Imei ok clean mood | Money urgent | Series buyers oly call | 128 gb storge
208,41000,Used,Apple,iPhone 11,128GB,iOS,128 GB,4G,Single SIM,4 GB,Dual,Above 6 inches,,,,"USB Type-B Port, USB Type-C Port, Fast Charging, Expandable Memory, Bluetooth, Wifi",🍎I phone 11 | 🔥128GB | 🔥Original battery -93 | 💢Original display | ❌Face id issue | 🔥Same imei box and back cover | ❌No Ex | 📍Nittambuwa Ruggahawila | 📛Price-42 | ❌Note-Screen glass change but original display | ❌Display unknown parts
209,156000,Used,Apple,iPhone 14 Pro,,,,,,,,,,,,,"𝐈𝐩𝐡𝐨𝐧𝐞14pro 𝐀𝐯𝐚𝐢𝐥𝐚𝐛𝐥𝐞  🍎 | •128𝐺𝐵• | •Bule color•💜 | •𝐵𝑎𝑡𝑡𝑒𝑟𝑦 𝐻𝑒𝑙𝑡ℎ84%•🔋 | •full set same imei box•📦 | •𝐶𝑜𝑛𝑑𝑖𝑡𝑖𝑜𝑛 •💯📱 | •All  Oraginal parts• 💯 | •Note Use Sri lanka•🧀 | •𝙇𝙆𝙍156,000 /=𝙊𝙣𝙡𝙮• 💸 | •Location •🌏•Panadura•"
210,165000,Used,Apple,iPhone 14 Pro Max,,iOS,,5G,Dual SIM,,Dual,,,,,,14 pro max | 256 | Small display patch | Condition 💯 | Battery 83 | No any hidden errors
211,42000,Used,Apple,iPhone 11,Apple,iOS,64 GB,,,,,,,,,,B new condition | No errors | Original display | Original battery | 84% battery health | Trutone 100% | Phone and charger only
212,100000,Used,Apple,iPhone 14 Pro,14,iOS,256 GB,5G,Dual SIM,6 GB,Triple,Above 6 inches,6000 mAh,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",Display replace | Batry 100%
213,5500,Brand New,Apple,,,,,,,,,,,,Replacement Batteries,,***Unique World - Gampaha** | Visit Us:- www.Uniqueworld.lk | 💳 Bank Transfers Accepted | 🛵 🚚 Delivery can be arranged terms and conditions apply | Apple iPhone 8 Plus Battery OEM | 6 Month warranty | *REPLACEMENT WILL BE DONE IN-FRONT OF YOU ( JUST 20MIN TIME | Live Repair | fixing free. | ***Unique World - Gampaha***
214,105000,Used,Apple,iPhone 12 Pro,256GB,iOS,256 GB,5G,Dual SIM,,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS","✨ Brand New Condition | 💾 256GB Storage | 🔋 Battery Health – 90% | 🔌 With 20W Original Adapter (1 Year Warranty) | 🛡 Warranty Includes: | ✔ 1 Month Phone-to-Phone Checking Warranty | ✔ 1 Year Software Warranty | 💰 Price – LKR 105,000 | 📍 Location – Kalutara | 📩 Inbox Now | 📞 Call / WhatsApp – | ⚠️ Limited Stock – Serious Buyers Only"
215,165000,Used,Apple,iPhone 14 Pro,Apple,iOS,,,,,,,,,,,"Click Zone Mobile Kandy | 📱 iPHONE 14 Pro 128GB | SAME IMEI BOX | 🔥 6 MONTHS SHOP WARRANTY | 🔋 BATTERY HEALTH 87 | 👌🏻 EXCHANGE OK | 😍 ALL PARTS ORIGINAL | 🧀 CHEESE CONDITION | ♻️ LIFETIME EXCHANGE POLICY | 📍Location - No.28 King Street, Kandy | 💳CREDIT AND DEBIT CARD PAYMENTS ACCEPTED | (Condition Apply) | 📝 INSTALLMENT PLANS AVAILABLE FOR CREDIT CARD HOLDERS | (Condition Apply) | 🚚 DELIVERY AVAILABLE | ✔️ CASH DEALS"
216,58000,Used,Apple,iPhone 12 Pro Max,256GB,iOS,256 GB,5G,Single SIM,,Triple,,,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",පැහැදිලිව හැම විස්තරයක්ම දාලා තියනවා.හොදට කියවලා බලල ගන්නවා නම් විතරක් මැසේජ් එකක් දාන්න.බොරුවට මැසේජ් දාලා කෝල් කරලා විස්තර  අහන්න එපා.🤍 | පාවිච්චි කරන්න ගන්න කෙනෙකුට සුපිරියක් .❤️‍🔥💥 | ◽️12 PRO MAX | ◽️256 GB | ◽Original Battery Helth 90% | ◽️True Tone Work 100% | ◽️Display Replace (GX) (OLD DISPLAY HAVE  ) | ◽️Face id Issue | ◽️i cloud පාස්වඩ් එක මතක නැති වෙලා තියෙන්නේ .ඒත් Media  එකේ අපේ එකවුන්ට් එක දාලා  Use  කරන්න  පුලුවන්. | ◽️Price- Rs.58000( ගාන තව පොඩ්ඩක් වෙනසක් කරලා දෙන්නම් ) | ◽️Location -අවිස්සාවේල්ල | ◽️Contact Number -(Call ) | ◽️Phone Only ( 5 Back Cover Free ) | ◽️Cash Only | ◽️No Any Hidden Errors
217,285000,Brand New,Apple,iPhone 17,256GB,,,,,,,,,,,,"🔥 SPECIAL PRICE 🔥 |   IPHONE 17 (256GB) | * Original Battery | * ⁠Brand New Condition | AVAILABLE | RS :- 285,000/= | 📲 Exchange Possible 📲 | 👉 Discount on the next purchase of Apple products 👈 | Call Now More Details | 💯 01 Months Phone To Phone Warranty | 💯 03 Months  Service Warranty | 💯 06 Months software warranty | 💯 Genuine iPhone | 💯 Most trusted place to buy | 🚚 Quick Delivery island wide | 💻📱➡️🌐 Online Purchase :- www.ishop.lk | Payment Method | ✅ Online Payment | ✅ Card Payment | ✅ Cash On Delivery | ✅ Bank Deposit | 🔊 Limited Offer | 🔊 Limited Stock | iShop.lk | #51/1 Galle Road | Colombo - 04."
218,179500,Used,Apple,iPhone 14 Pro,256GB,iOS,256 GB,5G,Single SIM,,,,,,,,iPhone iPhone 14 Pro | 💯Brand new Condition | 💯1 Month Warranty | 💯ZP/A | 💯256Gb | 💯Original Battery 100% | 💯Testing Score 98% | 💯Condition 100% | 💯With full set Box | ( Original Cable ) | i Mobile Store.  Negombo | Hotline- | Location!  3c greens road negombo | #apple #BrandNewCondition
219,70000,Used,Apple,iPhone 11 Pro,,,256 GB,,,12 GB,,,,,,,කිසිම අව්ලක් නොමැත. | තාම ගලවලවත් නොමැත.සීල් ස්ටිකර් පවා ඇත. | ගෙදරටම ඇවිල්ලා අරන් යන්න. | 256GB | Battery health 86% | Battery බූස්ට් කර නොමැත.
220,133700,Used,Apple,iPhone 15,128GB,iOS,128 GB,VoLTE,Single SIM,6 GB,Dual,4 to 5 inches,5000 mAh,Exynos,,USB Type-C Port,Condition 90 | All original
221,78000,Used,Apple,iPhone 11 Pro Max,256GB,iOS,256 GB,VoLTE,Dual VoLTE,4 GB,Triple,Above 6 inches,4000 mAh,,,"Fast Charging, Wifi, GPS",Mint conditioned | Original cable and same IMEI box | 26.2 updated | Free hard and magsafe backcovers
222,238000,Used,Apple,iPhone 16 Pro,,iOS,128 GB,5G,,8 GB,Triple,Above 6 inches,,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi","🔆Price: Rs. 238000 | 🔆Warranty: AppleCare+ valid until 23 Feb 2026 | Condition | 🔆9.9/10 — Looks like brand new | 🔆No scratches, no dents, no repairs | 🔆Fully original and well maintained | 🔆96% battery capacity | 🔆Charges perfectly, no issues | 🔆Original box with matching IMEI | 🔆Runs smooth with zero issues | 🔆Cameras, speakers, Face ID, buttons — all working perfectly | 🔆Reason for Selling | •Upgraded to a newer model"
223,295000,Used,Apple,iPhone 16 Pro Max,256GB,,,,,,,,,,,,Apple iPhone 16 Pro Max 256GB | Natural Titanium | Phone in 100% Brand new condition | No any single scratches or errors | Carefully light used phone | Physical sim+esim | Brought from Australia | Only 4-5 months used | Battery 100% | Perfect one for those who are looking for a Brand new 16 pro max. | Giving due to upgrade.
224,171999,Brand New,Apple,iPhone 15,128GB,,,,,,,,,,,,iCon Mobile.lk | Trusted Mobile Partner in Sri Lank | Apple iPhone 15 | 128GB | 🔴 One Year Warranty | 🔴 Brand New Sealed Pack | 🔴 Exchange Possible | *Cash Price* | Price may change depending on colour and Reigon | 🚚Delivery Available Colombo and sub (T&C apply) | 🧩 KOKO Available T&C Apply | 🧩 Instalment Available for Credit Card Holders…..! | 💳 Sampath Bank | 💳 HSBC | 💳 People’s Bank | 💳 Commercial Bank | 💳 Seylan Bank | 0% Installment Plans Available (T&C Apply) | 🔴This prices apply only when buying the complete device package🔴 | 📱 Feel to free call or WhatsApp for more information….!! | 🏬 iCon Mobile (PVT) Ltd | 📍59 1st floor liberty plaza Colombo 03
225,22000,Used,Apple,iPhone 7 Plus,128GB,iOS,128 GB,VoLTE,Single SIM,3 GB,Dual,5.1 to 6 inches,,,,"Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",හොදම තත්වයේ තියනව.බැට්‍රි දවසක් පුලුවන්.හැමදේම හොදටම තියනව.ෆුල් සෙට් දෙනව 25000යි.ෆෝන් එක විතරක් 22000දෙනව.වෙන එකක් ගත්ත හින්දා දෙන්නේ.
226,74000,Used,Apple,iPhone 11 Pro,Apple,iOS,256 GB,5G,,4 GB,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS",iPhone 11 pro | 256gb | Battery 92% (original) | Orginal display 💯 | Face ID 💯 | Full set box | Condition 💯 | No errors | Lowest price
227,125000,Used,Apple,iPhone 12 Pro Max,Apple,iOS,256 GB,,,,,,,,,"Bluetooth, Wifi",This is an iPhone 12 Pro Max in good condition. Please contact me on WhatsApp at   for more details.
228,158900,Used,Apple,iPhone 12 Pro,128GB,,,,,,,,,,,,apple 14 pro | 128gb | brand new condition | full set with other box | orginal battery 90% | kisima ledak nha | exchange possible | cash price slightly nego
229,58000,Used,Apple,iPhone 11 Pro,,iOS,64 GB,,,,,,,,,,Iphone 11 Pro | 64 GB | Bettery Replaced 💯 | Orginal Display 💯 | Face ID 💯 | No any Errors
230,73000,Used,Apple,iPhone 11 Pro,256GB,iOS,256 GB,5G,Dual SIM,,Dual,,,,,"USB Type-B Port, USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",iPhone 11 Pro ( Silver Colour ) | 256 Gb | Phone Only | Brand New Condition | Face ID  Workings 100% | Battery Health 74% ( 1st Battery) | More Details
231,442000,Brand New,Apple,iPhone 17 Pro Max,X/A (Sim Version),,,,,,,,,,,,17 PRO MAX | 256GB | COSMIC ORANGE / SILVER | PHYSICAL SIM + ESIM | X/A (AUSTRALIAN VERSION) | BRAND NEW (SEALED PACK)
232,75000,Used,Apple,iPhone 13 Pro,,iOS,256 GB,4G,,4 GB,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS",iPhone 11 Pro | 256Gb | brand new Condition 💯 | Imported from japan 🇯🇵 | Battery 92%( original) | Phone only | No accessories | No repair history | Face ID ✅ | Camera ✅ | True Tone✅
233,65000,Used,Apple,iPhone 12 mini,iPhone 12 mini,iOS,128 GB,5G,Dual SIM,4 GB,Dual,Below 4 inches,4000 mAh,Kirin,,,Iphone 12 min | Storage 128 | Battery helath 100 % | True Tone working | Face id working | All parts Original
234,142000,Used,Apple,iPhone 15,128GB,iOS,128 GB,5G,Dual SIM,6 GB,Dual,5.1 to 6 inches,4000 mAh,Snapdragon,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",iPhone 15 🩵 | Full set imei box 📦 | Battery health 86 /:🩵 | Capacity 128 GB🩵 | Condition 💯 | Face ID 💯 | Price 142000💸 | No exchange only cash 💵
235,258500,Used,Apple,iPhone 16 Pro,256GB,iOS,,,,,,,,,,"Bluetooth, Wifi, GPS",පැහැසර Mobile (New Stocks Available) | ♻️අවුරුදු 14 විශ්වාසනීය සේවාව. | ♻️ තත්වයෙන් ඉහල ජංගම දුරකථන ඉතා අඩුම | මිලගනන් යටතේ ලබාගැනීමට අදම පැමිණෙන්න. | 📱iphone 16 Pro | 256GB | Fullset Box Available | With Warranty | Good Battery Health | No Refurbished | Brandnew Condition | ⚡️  දුරකතනයේ තත්වය ( condition ) මත මිල | ගණන් වෙනස් වේ. | 🚚 ඔබට අවශ්‍ය ඕනෑම තැනකට සුරක්ෂිත ලෙස. | බෙදාහැරීම සිදුකළ හැකිය | ♻️අ⁣ප විසින්ම පරීක්ෂා කර ⁣100% ක්ම ගුණාත්මක තත්ත්වයෙන් යුතු දුරකථන අප ආයතනයේ අලෙවි කරනු ලැබේ. | ✅මෘදුකාංග (software) සදහා මාස 6 සහ දෘඩාංග (hardware) සදහා මාසයක වගකීම් කාලයක් ලබා දෙනු ලැබේ.ඉහත කී වගකීම් පලුදු වූ/ජලයෙන් හානි වු සහ දර්පණDisplay(තෙරපීම මත ගැටලු ඇති වන නිසා) සදහා අදාල නොවේ. | ♻️අපගේ නවතම තොරතුරු ලබා ගැනීම සදහා  facebook පිටුව Like කරන්න. | 📍පැහැසර Mobile | No :34 | Ground Floor | New Shopping Complex | Kurunegala | 👉🏼වැඩි විස්තර සදහා ඇමතුමක් ලබා ගන්න.
236,78500,Used,Apple,iPhone 12,apple,iOS,128 GB,5G,Single SIM,,Dual,,,,,"USB Type-B Port, Fast Charging, Bluetooth, Wifi, GPS",Original parts | Battery 75% | 128 | Negotiable prize | Urgent sale
237,59000,Used,Apple,iPhone 11,iPhone 11 128GB,iOS,128 GB,,Single SIM,,Dual,,,,,,iPhone 11 | Black colour | Storage 128gb | Battery 91% | Full set with box | All original parts
238,63000,Used,Apple,iPhone 11 Pro,Apple,iOS,64 GB,5G,Dual SIM,4 GB,Triple,,,Google Tensor,,"Fast Charging, Bluetooth, Wifi, GPS",iPhone 11 pro max | 64gb | Battery 92% (original) | Orginal display 💯 | Face ID 💯 | Condition 💯 | No errors | Lowest price
239,42500,Used,Apple,iPhone SE 3,3,iOS,64 GB,4G,Dual SIM,,,,,,,"USB Type-B Port, USB Type-C Port, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",iPhone SE3 64gb midnight blue 100% Bettery uk phone phone only all original parts no exchange
240,11000,Used,Apple,iPhone 7,iPhone 7,iOS,128 GB,4G,Single SIM,4 GB,,,,,,"Fast Charging, Flash Charging, Wifi, GPS, Fingerprint Sensor, Infrared port",7 128gb | Battery helth 73 battery daganna wei | Galawala nh phone eka | Salli hadissiyakata denne | 11000 | Maharagama
241,65000,Used,Apple,iPhone 11 Pro,,iOS,256 GB,,,,,,,,,,"Midnight green phone, cash only not negotiable | 256 GB | PHONE ONLY"
242,402500,Brand New,Apple,iPhone 17 Pro Max,,iOS,,,,,,,,,,,17 pro max | 256GB | Cosmic Blue | Japan 🇯🇵 | Seal pack | One year apple care warranty | *E sim version* | Exchange possible
243,190000,Used,Apple,iPhone 15 Pro,256GB,iOS,256 GB,5G,Single SIM,,Quad,5.1 to 6 inches,,Snapdragon,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",😍Iphone 15 pro 256Gb😍 | White titanium | Battery health 88% | Mint condition | Same emei box with paper works | Last price
244,65000,Used,Apple,iPhone 11 Pro Max,Apple,iOS,256 GB,4G,Single SIM,,Triple,5.1 to 6 inches,,,,"USB Type-B Port, USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",11 pro max 256 GB | Phone only | 2x camera issues | exchange with I phone | Bh 87
245,105000,Used,Apple,iPhone 13,,iOS,128 GB,5G,Single SIM,,Dual,Below 4 inches,,,,,Mudal hadissiyak nisa wikinimata | 👋
246,72000,Used,Apple,iPhone 11 Pro,Apple,iOS,256 GB,5G,Dual VoLTE,,Quad,,5000 mAh,,,,"I phone 11 pro | 256Gb | Good condition | All parts original | All working perfectly | Original battry 70%(No bost)can one day use with mobile deta on | Phone එක හොදටම තියනව | ඔනි විදියකට cheak කරල බලල ගන්න පුලුවන් (රත්නපුර ,පැල්මඩුල්ල ,ගොඩකවෙල ,බලන්ගොඩ ,ඇබිලිපිටිය)"
247,130000,Used,Apple,iPhone 13 Pro,,iOS,256 GB,,,,,,,,,,call whatsapp no
248,82000,Used,Apple,iPhone 11 Pro Max,,iOS,256 GB,,,,,,,,,,Apple 11 pro max 🔥 | Storage 256 GB 🔥 | Bathry helth 86% original 🔥 | Original ALL parts 🔥 | True tone 100% | Condition 100% 🧀 | Bran new aran awruddak wage use kre Balala chek krala ganna puluwan 🔥
249,80000,Used,Apple,iPhone 13,,iOS,128 GB,5G,,,,,,,,,1 pink line | Like good condition | 128Gb
